rho_global,regime,horizon,sigma_whitebox,sigma_m3_top1_existing,n_trajectories,variant_id,error_top1_existing,abs_error_top1_existing,diagnostic_role
0.995,G1,160.0,0.805,0.8155555555555556,900,M3Q_R01,0.01055555555555554,0.01055555555555554,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,165.0,0.84,0.85,900,M3Q_R01,0.010000000000000009,0.010000000000000009,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,170.0,0.84,0.8444444444444444,900,M3Q_R01,0.004444444444444473,0.004444444444444473,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,175.0,0.835,0.8388888888888889,900,M3Q_R01,0.0038888888888889417,0.0038888888888889417,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,180.0,0.825,0.8377777777777777,900,M3Q_R01,0.012777777777777777,0.012777777777777777,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,185.0,0.825,0.8344444444444444,900,M3Q_R01,0.009444444444444478,0.009444444444444478,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,190.0,0.82,0.8277777777777777,900,M3Q_R01,0.007777777777777772,0.007777777777777772,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,195.0,0.805,0.8222222222222222,900,M3Q_R01,0.01722222222222214,0.01722222222222214,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,200.0,0.8,0.8177777777777778,900,M3Q_R01,0.01777777777777778,0.01777777777777778,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,205.0,0.8,0.8366666666666667,900,M3Q_R01,0.036666666666666625,0.036666666666666625,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,210.0,0.8,0.8322222222222222,900,M3Q_R01,0.03222222222222215,0.03222222222222215,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,215.0,0.8,0.8288888888888889,900,M3Q_R01,0.028888888888888853,0.028888888888888853,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,220.0,0.795,0.8222222222222222,900,M3Q_R01,0.027222222222222148,0.027222222222222148,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,225.0,0.795,0.8188888888888889,900,M3Q_R01,0.02388888888888885,0.02388888888888885,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,230.0,0.795,0.8122222222222222,900,M3Q_R01,0.01722222222222214,0.01722222222222214,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,235.0,0.79,0.8055555555555556,900,M3Q_R01,0.015555555555555545,0.015555555555555545,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,240.0,0.785,0.8022222222222222,900,M3Q_R01,0.01722222222222214,0.01722222222222214,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,60.0,0.71,0.7433333333333333,900,M3Q_R01,0.033333333333333326,0.033333333333333326,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,65.0,0.69,0.73,900,M3Q_R01,0.040000000000000036,0.040000000000000036,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,70.0,0.675,0.71,900,M3Q_R01,0.03499999999999992,0.03499999999999992,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,75.0,0.66,0.6788888888888889,900,M3Q_R01,0.018888888888888844,0.018888888888888844,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,80.0,0.65,0.6644444444444444,900,M3Q_R01,0.014444444444444371,0.014444444444444371,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,85.0,0.685,0.7011111111111111,900,M3Q_R01,0.016111111111111076,0.016111111111111076,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,90.0,0.68,0.6844444444444444,900,M3Q_R01,0.004444444444444362,0.004444444444444362,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,95.0,0.655,0.6622222222222223,900,M3Q_R01,0.007222222222222241,0.007222222222222241,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,100.0,0.65,0.6411111111111111,900,M3Q_R01,-0.008888888888888946,0.008888888888888946,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,105.0,0.63,0.62,900,M3Q_R01,-0.010000000000000009,0.010000000000000009,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,110.0,0.625,0.61,900,M3Q_R01,-0.015000000000000013,0.015000000000000013,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,115.0,0.605,0.6,900,M3Q_R01,-0.0050000000000000044,0.0050000000000000044,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,120.0,0.575,0.5811111111111111,900,M3Q_R01,0.006111111111111178,0.006111111111111178,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,125.0,0.675,0.6322222222222222,900,M3Q_R01,-0.0427777777777778,0.0427777777777778,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,130.0,0.655,0.6177777777777778,900,M3Q_R01,-0.03722222222222227,0.03722222222222227,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,135.0,0.635,0.6,900,M3Q_R01,-0.03500000000000003,0.03500000000000003,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,140.0,0.63,0.5866666666666667,900,M3Q_R01,-0.043333333333333335,0.043333333333333335,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,145.0,0.605,0.57,900,M3Q_R01,-0.03500000000000003,0.03500000000000003,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,150.0,0.585,0.5611111111111111,900,M3Q_R01,-0.02388888888888885,0.02388888888888885,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,155.0,0.56,0.5511111111111111,900,M3Q_R01,-0.008888888888888946,0.008888888888888946,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,160.0,0.555,0.5355555555555556,900,M3Q_R01,-0.019444444444444486,0.019444444444444486,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,165.0,0.6,0.5922222222222222,900,M3Q_R01,-0.007777777777777772,0.007777777777777772,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,170.0,0.59,0.5811111111111111,900,M3Q_R01,-0.008888888888888835,0.008888888888888835,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,175.0,0.585,0.5722222222222222,900,M3Q_R01,-0.012777777777777777,0.012777777777777777,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,180.0,0.57,0.5655555555555556,900,M3Q_R01,-0.004444444444444362,0.004444444444444362,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,185.0,0.565,0.5555555555555556,900,M3Q_R01,-0.009444444444444366,0.009444444444444366,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,190.0,0.555,0.5422222222222223,900,M3Q_R01,-0.012777777777777777,0.012777777777777777,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,195.0,0.53,0.5322222222222223,900,M3Q_R01,0.0022222222222222365,0.0022222222222222365,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,200.0,0.515,0.5244444444444445,900,M3Q_R01,0.009444444444444478,0.009444444444444478,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,205.0,0.565,0.5711111111111111,900,M3Q_R01,0.006111111111111178,0.006111111111111178,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,210.0,0.56,0.56,900,M3Q_R01,0.0,0.0,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,215.0,0.55,0.5477777777777778,900,M3Q_R01,-0.0022222222222222365,0.0022222222222222365,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,220.0,0.525,0.5388888888888889,900,M3Q_R01,0.01388888888888884,0.01388888888888884,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,225.0,0.52,0.5266666666666666,900,M3Q_R01,0.006666666666666599,0.006666666666666599,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,230.0,0.5,0.52,900,M3Q_R01,0.020000000000000018,0.020000000000000018,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,235.0,0.48,0.4988888888888889,900,M3Q_R01,0.0188888888888889,0.0188888888888889,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G2,240.0,0.465,0.49,900,M3Q_R01,0.024999999999999967,0.024999999999999967,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
